measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,44,Bosnia and Herzegovina,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.61074319429e-05,3.23788123654e-05,2.08319216695e-05
6,Incidence,203,Cape Verde,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.39766090765e-05,1.73947955168e-05,1.10204427617e-05
6,Incidence,203,Cape Verde,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.35211632103e-05,1.68200749776e-05,1.08380828712e-05
6,Incidence,36,Kazakhstan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.78035755074e-05,2.19158903337e-05,1.43292915916e-05
6,Incidence,36,Kazakhstan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.64204460768e-05,3.23405816905e-05,2.13356733313e-05
6,Incidence,58,Estonia,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.21398073957e-05,3.87483925973e-05,2.61589688843e-05
6,Incidence,58,Estonia,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,4.49163941522e-05,5.42449848752e-05,3.70729670912e-05
6,Incidence,28,Solomon Islands,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,9.79635961038e-06,1.2212725378e-05,7.72309633786e-06
6,Incidence,28,Solomon Islands,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,6.25244160442e-06,7.71809786878e-06,4.92654428935e-06
6,Incidence,139,Algeria,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.1977499027e-05,1.4944131083e-05,9.51751522757e-06
6,Incidence,139,Algeria,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.89729199768e-06,1.10715177175e-05,7.05358852691e-06
6,Incidence,108,Belize,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.28930094137e-05,1.59957237158e-05,1.03538214467e-05
6,Incidence,108,Belize,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,9.35550674193e-06,1.15303173533e-05,7.4427500589e-06
6,Incidence,80,France,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,4.58159405175e-05,5.48070509613e-05,3.74329687914e-05
6,Incidence,80,France,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.49739410545e-05,4.19842836563e-05,2.84174548617e-05
6,Incidence,16,Philippines,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,9.37426610099e-06,1.13829388405e-05,7.68944051203e-06
6,Incidence,16,Philippines,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.56880623447e-06,1.04036494088e-05,6.8839874458e-06
6,Incidence,89,Netherlands,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,4.51754584372e-05,5.19149511163e-05,3.80670132563e-05
6,Incidence,89,Netherlands,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,3.54862648932e-05,4.21643127779e-05,2.88618339263e-05
6,Incidence,171,Democratic Republic of the Congo,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,5.81131057658e-06,7.24170456243e-06,4.64184224082e-06
6,Incidence,171,Democratic Republic of the Congo,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,4.56410919909e-06,5.69470918467e-06,3.6365925544e-06
6,Incidence,6,China,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,2.28356093554e-05,2.82449330857e-05,1.83331929792e-05
6,Incidence,6,China,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,2.09600998806e-05,2.55339032967e-05,1.66287125697e-05
6,Incidence,131,Nicaragua,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,9.73746060383e-06,1.19666346709e-05,7.85997591955e-06
6,Incidence,131,Nicaragua,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,7.80055303736e-06,9.61387445228e-06,6.32857002971e-06
6,Incidence,117,Saint Vincent and the Grenadines,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.68955930956e-05,2.10048721128e-05,1.32760719775e-05
6,Incidence,117,Saint Vincent and the Grenadines,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.52459841377e-05,1.90976969466e-05,1.20804421109e-05
6,Incidence,98,Chile,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.82612131789e-05,3.4463656319e-05,2.28520508648e-05
6,Incidence,98,Chile,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.62315946838e-05,1.98533987527e-05,1.29398580124e-05
6,Incidence,86,Italy,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,5.24651013437e-05,6.17728945217e-05,4.35891326033e-05
6,Incidence,86,Italy,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,3.90499611111e-05,4.62441871732e-05,3.24352749498e-05
6,Incidence,213,Niger,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,5.96185977529e-06,7.35135856214e-06,4.84052027505e-06
6,Incidence,213,Niger,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,3.67686176004e-06,4.57106916904e-06,2.96277634736e-06
6,Incidence,47,Czech Republic,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,4.151428693e-05,5.26043087751e-05,3.24780175632e-05
6,Incidence,47,Czech Republic,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,4.46004625783e-05,5.50362226691e-05,3.5350873429e-05
6,Incidence,68,South Korea,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,1.36063667982e-05,1.67764297716e-05,1.09843581553e-05
6,Incidence,68,South Korea,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,1.21292883098e-05,1.48294824763e-05,9.76221260193e-06
6,Incidence,10,Cambodia,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.99615577008e-06,1.09617635342e-05,7.23280122232e-06
6,Incidence,10,Cambodia,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,9.29472211116e-06,1.13809983521e-05,7.4521159022e-06
6,Incidence,67,Japan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,3.00344584871e-05,3.6843833832e-05,2.40501115219e-05
6,Incidence,67,Japan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.31802216422e-05,2.83854617313e-05,1.84873542273e-05
6,Incidence,69,Singapore,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.71334125502e-05,2.11188184837e-05,1.36491661456e-05
6,Incidence,69,Singapore,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.29038905936e-05,1.60919061006e-05,1.03058390983e-05
6,Incidence,214,Nigeria,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.05726265738e-05,1.29098922809e-05,8.56867178078e-06
6,Incidence,214,Nigeria,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,7.34390684966e-06,9.13906480121e-06,5.88491153648e-06
6,Incidence,37,Kyrgyzstan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.99729075916e-05,2.44882410733e-05,1.62944264931e-05
6,Incidence,37,Kyrgyzstan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.58092323921e-05,3.17284219752e-05,2.09956616798e-05
6,Incidence,6,China,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.16638763053e-05,2.67652108471e-05,1.73788379688e-05
6,Incidence,6,China,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.00187804029e-05,2.44646673306e-05,1.57867013328e-05
6,Incidence,109,Cuba,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,2.71673432695e-05,3.29608236533e-05,2.22204119172e-05
6,Incidence,109,Cuba,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,1.88462183322e-05,2.30737151002e-05,1.54983568295e-05
6,Incidence,212,Mauritania,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.81629911411e-06,1.10552428317e-05,7.01668663451e-06
6,Incidence,212,Mauritania,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,7.27993376047e-06,8.98582061069e-06,5.80949194438e-06
6,Incidence,57,Belarus,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.13828131093e-05,3.88394441355e-05,2.52179815442e-05
6,Incidence,57,Belarus,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,4.48383878563e-05,5.5275185456e-05,3.57880719518e-05
6,Incidence,77,Cyprus,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.31087941627e-05,4.15660288153e-05,2.58697197904e-05
6,Incidence,77,Cyprus,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.16034738644e-05,2.73373259987e-05,1.68439307137e-05
6,Incidence,119,Trinidad and Tobago,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.91264797723e-05,2.3745613413e-05,1.50860262601e-05
6,Incidence,119,Trinidad and Tobago,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.51008032052e-05,1.86940947715e-05,1.20265733205e-05
6,Incidence,7,North Korea,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,1.9397332953e-05,2.38438368949e-05,1.55390506633e-05
6,Incidence,7,North Korea,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,2.45253350057e-05,2.9969272873e-05,1.97696071144e-05
6,Incidence,164,Nepal,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.43724657875e-06,1.05644677157e-05,6.78937154571e-06
6,Incidence,164,Nepal,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,6.43619425553e-06,7.93557002276e-06,5.14323521498e-06
6,Incidence,97,Argentina,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,4.51617431287e-05,5.47983483429e-05,3.60536565694e-05
6,Incidence,97,Argentina,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.64833747964e-05,3.23605497808e-05,2.11871611507e-05
6,Incidence,200,Benin,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.16399900631e-06,1.00524357762e-05,6.46821202006e-06
6,Incidence,200,Benin,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,5.69956536362e-06,7.01185796485e-06,4.62705847454e-06
6,Incidence,172,Equatorial Guinea,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,5.93221601258e-06,7.4034042265e-06,4.70813463414e-06
6,Incidence,172,Equatorial Guinea,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,4.88494295469e-06,6.09781845405e-06,3.87918833076e-06
6,Incidence,522,Sudan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,9.55874582542e-06,1.18429413286e-05,7.65380520151e-06
6,Incidence,522,Sudan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,6.35811856773e-06,7.78024361879e-06,5.17433085257e-06
6,Incidence,26,Papua New Guinea,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.64608330846e-06,1.08541449716e-05,6.77473824913e-06
6,Incidence,26,Papua New Guinea,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,6.73142177841e-06,8.40482545061e-06,5.29610409485e-06
6,Incidence,128,Guatemala,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.99536464403e-06,1.10383827045e-05,7.26890303773e-06
6,Incidence,128,Guatemala,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,6.83723739033e-06,8.39499737664e-06,5.52729170861e-06
6,Incidence,89,Netherlands,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,4.5894634388e-05,5.2890312353e-05,3.91790125541e-05
6,Incidence,89,Netherlands,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,3.662585286e-05,4.35059377801e-05,3.00713174015e-05
6,Incidence,163,India,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,9.64589840599e-06,1.19087719918e-05,7.762295748e-06
6,Incidence,163,India,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.02041330459e-06,9.86246243056e-06,6.49315650049e-06
6,Incidence,109,Cuba,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.68679303819e-05,3.25769357109e-05,2.20601857715e-05
6,Incidence,109,Cuba,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.83029722679e-05,2.2456426132e-05,1.49601940262e-05
6,Incidence,194,Lesotho,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.36926608993e-06,1.04113724007e-05,6.60671157148e-06
6,Incidence,194,Lesotho,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.60538490593e-06,1.06367469177e-05,6.82065630998e-06
6,Incidence,61,Moldova,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,2.68514758674e-05,3.35755236811e-05,2.14063402391e-05
6,Incidence,61,Moldova,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.12405261055e-05,3.8857805642e-05,2.48994028816e-05
6,Incidence,169,Central African Republic,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,4.94865652868e-06,6.22911878737e-06,3.92170914517e-06
6,Incidence,169,Central African Republic,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,3.65583973535e-06,4.57043237124e-06,2.91576715283e-06
6,Incidence,15,Myanmar,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.30240818422e-05,1.61145722916e-05,1.05907183451e-05
6,Incidence,15,Myanmar,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.22266171831e-05,1.51186787224e-05,9.74791080624e-06
6,Incidence,194,Lesotho,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,8.39338004002e-06,1.03783805373e-05,6.65571821635e-06
6,Incidence,194,Lesotho,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,8.60531581389e-06,1.05972740754e-05,6.86086821347e-06
6,Incidence,8,Taiwan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,3.1229920293e-05,3.84922087599e-05,2.44813572658e-05
6,Incidence,8,Taiwan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.13754652374e-05,2.59537249495e-05,1.70378204658e-05
6,Incidence,160,Afghanistan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.58510700832e-05,1.96863106808e-05,1.25921852351e-05
6,Incidence,160,Afghanistan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,8.84278615759e-06,1.08547860912e-05,7.11737947105e-06
6,Incidence,152,Saudi Arabia,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,9.17094756973e-06,1.10936820277e-05,7.44984514561e-06
6,Incidence,152,Saudi Arabia,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,6.1351584511e-06,7.38536458584e-06,5.04826990297e-06
6,Incidence,522,Sudan,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,9.7998247264e-06,1.21414173791e-05,7.79989798773e-06
6,Incidence,522,Sudan,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1992,6.43731762596e-06,7.8704023913e-06,5.24146598971e-06
6,Incidence,110,Dominica,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.48396414653e-05,3.10487742466e-05,1.94055836642e-05
6,Incidence,110,Dominica,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,2.45654578168e-05,3.0659323718e-05,1.95487639258e-05
6,Incidence,60,Lithuania,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,3.26027254335e-05,4.02477948721e-05,2.61191878624e-05
6,Incidence,60,Lithuania,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,4.09863508658e-05,5.0738947597e-05,3.30568090986e-05
6,Incidence,130,Mexico,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.16445043392e-05,1.42268594312e-05,9.38787501897e-06
6,Incidence,130,Mexico,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,9.38074355397e-06,1.1457545439e-05,7.63174196469e-06
6,Incidence,148,Morocco,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1990,1.30128233308e-05,1.59746431069e-05,1.04184168431e-05
6,Incidence,148,Morocco,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1990,8.93000255652e-06,1.10331665747e-05,7.21364941006e-06
6,Incidence,38,Mongolia,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.52451445097e-05,1.90602078473e-05,1.21986922572e-05
6,Incidence,38,Mongolia,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.50824878449e-05,1.86359714485e-05,1.20728362661e-05
6,Incidence,141,Egypt,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1991,1.12242484597e-05,1.38070895351e-05,9.09312642616e-06
6,Incidence,141,Egypt,2,Female,22,All Ages,544,Parkinson's disease,2,Percent,1991,7.90137480701e-06,9.68828475072e-06,6.45148244217e-06
6,Incidence,170,Congo,1,Male,22,All Ages,544,Parkinson's disease,2,Percent,1992,6.2202890924e-06,7.74496539003e-06,5.00884831999e-06
